管理番号,登録年月日,設計書コード,実施年度,管轄土木事務所,管轄事務所コード,ボーリング業者,市町村,市町村コード,大字,ボーリング名,完了,ボーリング連番,採取日,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒,測地系,孔口標高（m）,掘進長（m）,柱状図区分,関連ファイル名,緯度(10進),経度(10進),市町村(逆ジオコード),区域(逆ジオコード)
13104003903,2020/11/05,131040039,平成31年度,栃木県真岡土木事務所,04,株式会社中央土木工学研究所,,09209,神井,B-3(No.6付近宅面),2019/10/25,0003,2019-9-3,36,30,57.7010,140,10,54.6082,1,98.91,6.00,岩盤,13104003903.pdf,36.51602806,140.18183561,茂木町,神井
13104003904,2020/11/05,131040039,平成31年度,栃木県真岡土木事務所,04,株式会社中央土木工学研究所,,09209,神井,B-4(No.9付近斜面下腹部),2019/10/25,0004,2019-8-29,36,30,58.2467,140,10,56.6536,1,104.79,4.00,岩盤,13104003904.pdf,36.51617964,140.18240378,茂木町,神井
13104034701,2020/06/08,131040347,平成31年度,栃木県真岡土木事務所,04,株式会社フジタ地質,,09343,大瀬,B-1,2020/05/13,0001,2020-3-31,36,34,23.5000,140,11,13.0000,1,93.95,7.00,岩盤,13104034701.pdf,36.57319444,140.18694444,茂木町,大瀬
13104034702,2020/06/08,131040347,平成31年度,栃木県真岡土木事務所,04,株式会社フジタ地質,,09343,大瀬,B-2,2020/05/13,0002,2020-4-7,36,34,23.3000,140,11,14.1000,1,90.73,5.00,岩盤,13104034702.pdf,36.57313889,140.18725,茂木町,大瀬
13105041101,2020/06/08,131050411,平成31年度,栃木県栃木土木事務所,05,株式会社フジタ地質,,09203,,NO.B-1,2020/03/25,0001,2020-3-24,36,22,23.1000,139,44,11.2000,1,43.00,50.45,土質,13105041101.pdf,36.37308333,139.73644444,栃木市,河合町
13105041102,2020/06/08,131050411,平成31年度,栃木県栃木土木事務所,05,株式会社フジタ地質,,09203,,NO.B-2,2020/03/25,0002,2020-4-7,36,22,35.8000,139,44,00.0000,1,43.16,50.40,土質,13105041102.pdf,36.37661111,139.73333333,栃木市,室町
13105041201,2020/05/29,131050412,平成31年度,栃木県栃木土木事務所,05,株式会社中央土木工学研究所,,09203,,No.B-3,2020/05/27,0001,2020-4-3,36,22,47.6981,139,44,02.7475,1,44.59,50.24,土質,13105041201.pdf,36.37991614,139.73409653,栃木市,倭町
13105041202,2020/05/29,131050412,平成31年度,栃木県栃木土木事務所,05,株式会社中央土木工学研究所,,09203,,No.B-4,2020/05/27,0002,2020-3-25,36,23,03.4917,139,44,05.2723,1,45.91,50.38,土質,13105041202.pdf,36.38430325,139.73479786,栃木市,泉町
13105041301,2020/05/29,131050413,平成31年度,栃木県栃木土木事務所,05,福原地質基礎株式会社,,09203,,NO.B-5,2020/05/26,0001,2020-5-26,36,23,17.1000,139,44,02.6000,1,47.05,50.34,土質,13105041301.pdf,36.38808333,139.73405556,栃木市,嘉右衛門町
13105041302,2020/05/29,131050413,平成31年度,栃木県栃木土木事務所,05,福原地質基礎株式会社,,09203,,NO.B-6,2020/05/26,0002,2020-5-26,36,23,30.4000,139,43,53.7000,1,48.27,50.35,土質,13105041302.pdf,36.39177778,139.73158333,栃木市,大町
13105043601,2020/06/24,131050436,平成31年度,栃木県栃木土木事務所,05,第一測工株式会社,,09208,乙女乙女大橋,R1 B-1,2020/06/18,0001,2020-4-16,36,15,51.4200,139,44,43.5600,1,16.93,59.00,土質,13105043601.pdf,36.26428333,139.74543333,小山市,網戸
13105043701,2020/07/01,131050437,平成31年度,栃木県栃木土木事務所,05,芙蓉地質株式会社,,09208,乙女大橋,R1 B-2,2020/06/17,0001,2020-4-22,36,15,48.3100,139,44,47.9300,1,17.29,59.38,土質,13105043701.pdf,36.26341944,139.74664722,小山市,乙女
13107018901,2020/05/28,131070189,平成31年度,栃木県大田原土木事務所,07,須田地下工機株式会社,,09410,上塩原,H2-BV-1,2020/03/25,1,2019-12-20,36,58,43.0068,139,47,19.1208,1,645.94,16.00,地すべり,13107018901.pdf,36.978613,139.78864467,那須塩原市,上塩原
13107018902,2020/05/28,131070189,平成31年度,栃木県大田原土木事務所,07,須田地下工機株式会社,,09410,上塩原,H2-BV-2,2020/03/25,2,2020-1-6,36,58,43.3723,139,47,18.9744,1,634.10,17.00,地すべり,13107018902.pdf,36.97871453,139.788604,那須塩原市,上塩原
13107018903,2020/05/28,131070189,平成31年度,栃木県大田原土木事務所,07,須田地下工機株式会社,,09410,上塩原,H2-BV-3,2020/03/25,3,2020-1-10,36,58,43.7212,139,47,18.8346,1,629.93,12.00,地すべり,13107018903.pdf,36.97881144,139.78856517,那須塩原市,上塩原
13107019001,2020/04/02,131070190,平成31年度,栃木県大田原土木事務所,07,株式会社アーステック,,09410,上塩原,F-BV-1,2020/03/25,0001,2019-12-20,36,58,40.9653,139,47,13.2576,1,640.71,11.00,地すべり,13107019001.pdf,36.97804592,139.787016,那須塩原市,上塩原
13107019002,2020/04/02,131070190,平成31年度,栃木県大田原土木事務所,07,株式会社アーステック,,09410,上塩原,F-BV-2,2020/03/25,0002,2019-12-25,36,58,41.3172,139,47,12.9428,1,635.14,10.00,地すべり,13107019002.pdf,36.97814367,139.78692856,那須塩原市,上塩原
13107019003,2020/04/02,131070190,平成31年度,栃木県大田原土木事務所,07,株式会社アーステック,,09410,上塩原,F-BV-3,2020/03/25,0003,2020-1-10,36,58,41.6335,139,47,12.6329,1,631.51,11.00,地すべり,13107019003.pdf,36.97823153,139.78684247,那須塩原市,上塩原
13107019004,2020/04/02,131070190,平成31年度,栃木県大田原土木事務所,07,株式会社アーステック,,09410,上塩原,G-BV-1,2020/03/25,0004,2020-1-18,36,58,42.3028,139,47,15.2113,1,638.13,15.00,地すべり,13107019004.pdf,36.97841744,139.78755869,那須塩原市,上塩原
13107019005,2020/04/02,131070190,平成31年度,栃木県大田原土木事務所,07,株式会社アーステック,,09410,上塩原,G-BV-2,2020/03/25,0005,2020-1-18,36,58,42.6775,139,47,15.0224,1,631.49,9.00,地すべり,13107019005.pdf,36.97852153,139.78750622,那須塩原市,上塩原
13107019006,2020/04/02,131070190,平成31年度,栃木県大田原土木事務所,07,株式会社アーステック,,09410,上塩原,G-BV-3,2020/03/25,0006,2020-1-15,36,58,43.2020,139,47,14.7578,1,625.77,14.00,地すべり,13107019006.pdf,36.97866722,139.78743272,那須塩原市,上塩原
13107019401,2020/04/24,131070194,平成31年度,栃木県大田原土木事務所,07,福原地質基礎株式会社,,09212,上塩原,D2-BV-1,2020/03/25,0001,2019-12-26,36,58,38.9086,139,47,10.1316,1,644.91,13.00,地すべり,13107019401.pdf,36.97747461,139.78614767,那須塩原市,上塩原
13107019402,2020/04/24,131070194,平成31年度,栃木県大田原土木事務所,07,福原地質基礎株式会社,,09212,上塩原,D2-BV-2,2020/03/25,0002,2019-12-20,36,58,39.2261,139,47,09.8148,1,637.07,15.00,地すべり,13107019402.pdf,36.97756281,139.78605967,那須塩原市,上塩原
13107019403,2020/04/24,131070194,平成31年度,栃木県大田原土木事務所,07,福原地質基礎株式会社,,09212,上塩原,D2-BV-3,2020/03/25,0003,2019-12-13,36,58,39.5137,139,47,09.5276,1,633.41,11.00,地すべり,13107019403.pdf,36.97764269,139.78597989,那須塩原市,上塩原
13107019404,2020/04/24,131070194,平成31年度,栃木県大田原土木事務所,07,福原地質基礎株式会社,,09212,上塩原,E-BV-1,2020/03/25,0004,2019-11-23,36,58,39.7560,139,47,10.7379,1,641.63,15.00,地すべり,13107019404.pdf,36.97771,139.78631608,那須塩原市,上塩原
13107019405,2020/04/24,131070194,平成31年度,栃木県大田原土木事務所,07,福原地質基礎株式会社,,09212,上塩原,E-BV-2,2020/03/25,0005,2019-12-2,36,58,40.0021,139,47,10.4652,1,634.83,11.00,地すべり,13107019405.pdf,36.97777836,139.78624033,那須塩原市,上塩原
13107019406,2020/04/24,131070194,平成31年度,栃木県大田原土木事務所,07,福原地質基礎株式会社,,09212,上塩原,E-BV-3,2020/03/25,0006,2019-12-7,36,58,40.2824,139,47,10.1546,1,631.26,11.00,地すべり,13107019406.pdf,36.97785622,139.78615406,那須塩原市,上塩原
13107042301,2020/07/06,131070423,平成31年度,栃木県大田原土木事務所,07,芙蓉地質株式会社,,09212,黒磯那須BP,P3,2020/06/30,0001,2020-5-11,36,59,16.6000,140,02,22.0000,1,299.26,13.06,土質,13107042301.pdf,36.98794444,140.03944444,那須塩原市,黒磯
13107042302,2020/07/06,131070423,平成31年度,栃木県大田原土木事務所,07,芙蓉地質株式会社,,09212,黒磯那須BP,P4,2020/06/30,0002,2020-5-9,36,59,18.2000,140,02,21.8000,1,298.44,13.40,土質,13107042302.pdf,36.98838889,140.03938889,那須町,高久甲
13107042303,2020/07/06,131070423,平成31年度,栃木県大田原土木事務所,07,芙蓉地質株式会社,,09212,黒磯那須BP,A2,2020/06/30,0003,2020-5-18,36,59,19.8000,140,02,21.6000,1,298.65,11.05,土質,13107042303.pdf,36.98883333,140.03933333,那須町,高久甲
