管理番号,登録年月日,設計書コード,実施年度,管轄土木事務所,管轄事務所コード,ボーリング業者,市町村,市町村コード,大字,ボーリング名,完了,ボーリング連番,採取日,緯度_度,緯度_分,緯度_秒,経度_度,経度_分,経度_秒,測地系,孔口標高（m）,掘進長（m）,柱状図区分,関連ファイル名,緯度(10進),経度(10進),市町村(逆ジオコード),区域(逆ジオコード)
12006013201,2009/1/30,120060132,平成20年度,栃木県矢板土木事務所,6,芙蓉地質株式会社,,9384,観音橋,No.1(staNo.30+3.6m),2009/1/7,1,2008/11/8,36,44,49.3,139,47,59.4,世界測地系,246.24,10.39,土質,12006013201.pdf,36.747611,139.800583,塩谷町,佐貫
12006013202,2009/1/30,120060132,平成20年度,栃木県矢板土木事務所,6,芙蓉地質株式会社,,9384,観音橋,No.2(staNo.35+12.8m),2009/1/7,2,2008/11/8,36,44,51.4,139,48,2.1,世界測地系,244.82,9.01,土質,12006013202.pdf,36.747972,139.800972,塩谷町,佐貫
12006013203,2009/1/30,120060132,平成20年度,栃木県矢板土木事務所,6,芙蓉地質株式会社,,9384,観音橋,No.3(staNo.38+11.9m),2009/1/7,3,2008/11/13,36,44,52.7,139,48,3.5,世界測地系,258.89,7,土質,12006013203.pdf,36.759942,139.845233,塩谷町,飯岡
12006019101,2009/4/8,120060191,平成20年度,栃木県矢板土木事務所,6,株式外社中央土木工学研究所,,9384,飯岡飯岡下沢,B-1,2009/2/5,1,2008/12/23,36,45,35.79,139,50,42.84,世界測地系,253.15,9,岩盤,12006019101.pdf,36.760028,139.844983,塩谷町,飯岡
12006019102,2009/4/8,120060191,平成20年度,栃木県矢板土木事務所,6,株式外社中央土木工学研究所,,9384,飯岡飯岡下沢,B-2,2009/2/5,2,2008/12/21,36,45,36.1,139,50,41.94,世界測地系,258.81,4,岩盤,12006019102.pdf,36.760125,139.8448,塩谷町,飯岡
12006019103,2009/4/8,120060191,平成20年度,栃木県矢板土木事務所,6,株式外社中央土木工学研究所,,9384,飯岡飯岡下沢,B-3,2009/2/5,3,2008/12/26,36,45,36.45,139,50,41.28,世界測地系,252.64,8,岩盤,12006019103.pdf,36.760181,139.845233,塩谷町,飯岡
12006019104,2009/4/8,120060191,平成20年度,栃木県矢板土木事務所,6,株式外社中央土木工学研究所,,9384,飯岡飯岡下沢,B-4,2009/2/5,4,2009/1/7,36,45,36.65,139,50,42.84,世界測地系,222.17,9.45,岩盤,12006019104.pdf,36.889722,140.026667,大田原市,荒井
12007002301,2009/5/19,120070023,平成20年度,栃木県大田原土木事務所,7,パスキン工業株式会社,,9210,町島外,B-1(左岸),2009/3/25,1,2008/6/17,36,53,23,140,1,36,世界測地系,223.48,9.45,土質,12007002301.pdf,36.89,140.026389,大田原市,荒井
12007002302,2009/5/19,120070023,平成20年度,栃木県大田原土木事務所,7,パスキン工業株式会社,,9210,町島外,B-2(右岸),2009/3/25,2,2008/6/19,36,53,24,140,1,35,世界測地系,242.01,13.35,土質,12007002302.pdf,36.894167,139.999722,那須塩原市,石林
12007003301,2008/8/20,120070033,平成20年度,栃木県大田原土木事務所,7,有限会社菅沼ボーリング,,99999,石林,B-No.1,2008/8/8,1,2008/7/11,36,53,39,139,59,59,世界測地系,241.96,11.45,土質,12007003301.pdf,36.894167,139.999444,那須塩原市,石林
12007003302,2008/8/20,120070033,平成20年度,栃木県大田原土木事務所,7,有限会社菅沼ボーリング,,99999,石林,B-No.2,2008/8/8,2,2008/7/17,36,53,39,139,59,58,世界測地系,313.92,5,土質,12007003302.pdf,36.849294,140.197944,大田原市,
12007005501,2008/10/14,120070055,平成20年度,栃木県大田原土木事務所,7,株式外社中央土木工学研究所,,9210,須佐木,B-1(沢右岸袖部),2008/9/1,1,2008/7/30,36,50,57.46,140,11,52.6,世界測地系,309.69,8,土質,12007005501.pdf,36.849383,140.198272,大田原市,
12007005502,2008/10/14,120070055,平成20年度,栃木県大田原土木事務所,7,株式外社中央土木工学研究所,,9210,須佐木,B-2(水通し部),2008/9/1,2,2008/7/22,36,50,57.78,140,11,53.78,世界測地系,315.39,9,土質,12007005502.pdf,36.849442,140.198461,大田原市,
12007005503,2008/10/14,120070055,平成20年度,栃木県大田原土木事務所,7,株式外社中央土木工学研究所,,9210,須佐木,B-3(沢左岸袖部),2008/9/1,3,2008/8/5,36,50,57.99,140,11,54.46,世界測地系,237.75,14.06,土質,12007005503.pdf,36.825556,140.135556,大田原市,
12007009001,2008/10/14,120070090,平成20年度,栃木県大田原土木事務所,7,須田地下工機株式会社,,9210,北滝,NO.B-1(右岸側),2008/9/17,1,2008/8/21,36,49,32,140,8,8,世界測地系,237.33,14.42,土質,12007009001.pdf,36.825278,140.135278,大田原市,
12007009002,2008/10/14,120070090,平成20年度,栃木県大田原土木事務所,7,須田地下工機株式会社,,9210,北滝,NO.B-2(左岸側),2008/9/17,2,2008/8/26,36,49,31,140,8,7,世界測地系,541.94,9.45,土質,12007009002.pdf,36.974444,139.816944,那須塩原市,塩原
12007010701,2008/8/25,120070107,平成20年度,栃木県大田原土木事務所,7,芙蓉地質株式会社,,9212,追沢橋,B-No.1,2008/8/6,1,2008/7/23,36,58,28,139,49,1,世界測地系,224.77,11.45,土質,12007010701.pdf,36.891389,140.0275,大田原市,岡
12007011401,2008/10/20,120070114,平成20年度,栃木県大田原土木事務所,7,福原地質基礎株式会社,,9210,町島,NO.B-1(右岸),2008/9/19,1,2008/9/19,36,53,29,140,1,39,世界測地系,224.99,12.37,土質,12007011401.pdf,36.891111,140.027778,大田原市,荒井
12007011402,2008/10/20,120070114,平成20年度,栃木県大田原土木事務所,7,福原地質基礎株式会社,,9210,町島,NO.B-2(左岸),2008/9/19,2,2008/9/19,36,53,28,140,1,40,世界測地系,623.56,10.45,土質,12007011402.pdf,37.067222,139.915833,那須塩原市,
12007014101,2008/10/29,120070141,平成20年度,栃木県大田原土木事務所,7,芙蓉地質株式会社,,9212,深山,No.1(0369A070),2008/9/29,1,2008/8/25,37,4,2,139,54,57,世界測地系,667.77,5.01,土質,12007014101.pdf,37.071389,139.914444,那須塩原市,
12007014102,2008/10/29,120070141,平成20年度,栃木県大田原土木事務所,7,芙蓉地質株式会社,,9212,深山,No.2(0369A120),2008/9/29,2,2008/9/2,37,4,17,139,54,52,世界測地系,656.88,6.45,土質,12007014102.pdf,37.079722,139.901944,那須塩原市,
12007014103,2008/10/29,120070141,平成20年度,栃木県大田原土木事務所,7,芙蓉地質株式会社,,9212,深山,No.3(0369A280),2008/9/29,3,2008/9/5,37,4,47,139,54,7,世界測地系,670.87,8.01,土質,12007014103.pdf,37.079722,139.901111,那須塩原市,
12007014104,2008/10/29,120070141,平成20年度,栃木県大田原土木事務所,7,芙蓉地質株式会社,,9212,深山,No.4(0369A290),2008/9/29,4,2008/9/5,37,4,47,139,54,4,世界測地系,751.75,5.02,土質,12007014104.pdf,37.086389,139.901111,那須塩原市,
12007014105,2008/10/29,120070141,平成20年度,栃木県大田原土木事務所,7,芙蓉地質株式会社,,9212,深山,No.5(0369A150),2008/9/29,5,2008/9/9,37,5,11,139,54,4,世界測地系,770.04,13.01,土質,12007014105.pdf,37.086111,139.902778,那須塩原市,
12007014106,2008/10/29,120070141,平成20年度,栃木県大田原土木事務所,7,芙蓉地質株式会社,,9212,深山,No.6(0369A150),2008/9/29,6,2008/9/10,37,5,10,139,54,10,世界測地系,953.7,10.28,土質,12007014106.pdf,37.113175,140.009364,那須町,湯本
12007016601,2009/4/8,120070166,平成20年度,栃木県大田原土木事務所,7,株式会社中央土木工学研究所,,9407,湯本,B-1,2008/11/13,1,2008/9/2,37,6,47.43,140,0,33.71,世界測地系,488.14,8.05,土質,12007016601.pdf,36.986581,140.239847,那須町,
12007019201,2009/3/9,120070192,平成20年度,栃木県大田原土木事務所,7,パスキン工業株式会社,,9407,梓,20B-1(A071IP3下),2008/12/17,1,2008/11/12,36,59,11.69,140,14,23.45,世界測地系,517.04,14.05,土質,12007019201.pdf,36.987017,140.240175,那須町,
12007019202,2009/3/9,120070192,平成20年度,栃木県大田原土木事務所,7,パスキン工業株式会社,,9407,梓,20B-2(A071IP3上),2008/12/17,2,2008/11/12,36,59,13.26,140,14,24.63,世界測地系,463.58,4,土質,12007019202.pdf,36.987608,140.237494,那須町,
12007019203,2009/3/9,120070192,平成20年度,栃木県大田原土木事務所,7,パスキン工業株式会社,,9407,梓,20B-3(A058FNo.1),2008/12/17,3,2008/11/22,36,59,15.39,140,14,14.98,世界測地系,568.42,4,土質,12007019203.pdf,36.985833,140.246953,那須町,
12007019204,2009/3/9,120070192,平成20年度,栃木県大田原土木事務所,7,パスキン工業株式会社,,9407,梓,20B-4(A108PNo.1),2008/12/17,4,2008/11/22,36,59,9,140,14,49.03,世界測地系,494.16,7.35,土質,12007019204.pdf,36.986411,140.240214,那須町,
12007019205,2009/3/9,120070192,平成20年度,栃木県大田原土木事務所,7,パスキン工業株式会社,,9407,梓,20B-5(A080JBC1),2008/12/17,5,2008/11/19,36,59,11.08,140,14,24.77,世界測地系,501.86,6,土質,12007019205.pdf,36.986658,140.240906,那須町,
12007019206,2009/3/9,120070192,平成20年度,栃木県大田原土木事務所,7,パスキン工業株式会社,,9407,梓,20B-6(A100LNo.1),2008/12/17,6,2008/11/16,36,59,11.97,140,14,27.26,世界測地系,488.66,8.35,土質,12007019206.pdf,37.024722,139.948056,那須塩原市,百村
12007025601,2009/1/30,120070256,平成20年度,栃木県大田原土木事務所,7,須田地下工機株式会社,,9410,穴沢,No.1,2008/12/16,1,2008/12/4,37,1,29,139,56,53,世界測地系,498.17,8.32,土質,12007025601.pdf,37.025833,139.946944,那須塩原市,百村
12007025602,2009/1/30,120070256,平成20年度,栃木県大田原土木事務所,7,須田地下工機株式会社,,9410,穴沢,No.2,2008/12/16,2,2008/11/25,37,1,33,139,56,49,世界測地系,505.24,8.25,土質,12007025602.pdf,37.026667,139.946389,那須塩原市,百村
12007025603,2009/1/30,120070256,平成20年度,栃木県大田原土木事務所,7,須田地下工機株式会社,,9410,穴沢,No.3,2008/12/16,3,2008/12/5,37,1,36,139,56,47,世界測地系,266.15,4,土質,12007025603.pdf,36.993681,140.157711,那須町,
12007025801,2009/3/6,120070258,平成20年度,栃木県大田原土木事務所,7,株式外社中央土木工学研究所,,9407,芦野,B-No.1,2009/1/19,1,2008/12/15,36,59,37.25,140,9,27.76,世界測地系,263.12,6,岩盤,12007025801.pdf,36.994025,140.158028,那須町,
12007025802,2009/3/6,120070258,平成20年度,栃木県大田原土木事務所,7,株式外社中央土木工学研究所,,9407,芦野,B-No.2,2009/1/19,2,2008/12/12,36,59,38.49,140,9,28.9,世界測地系,263.45,4,岩盤,12007025802.pdf,36.994531,140.158356,那須町,
12007025803,2009/3/6,120070258,平成20年度,栃木県大田原土木事務所,7,株式外社中央土木工学研究所,,9407,芦野,B-No.3,2009/1/19,3,2008/12/10,36,59,40.31,140,9,30.08,世界測地系,281.91,6,岩盤,12007025803.pdf,36.993797,140.157719,那須町,
12007025804,2009/3/6,120070258,平成20年度,栃木県大田原土木事務所,7,株式外社中央土木工学研究所,,9407,芦野,B-No.4,2009/1/19,4,2008/12/15,36,59,37.67,140,9,27.79,世界測地系,272.5,6,岩盤,12007025804.pdf,36.997218,140.154637,那須町,
12007025805,2009/3/6,120070258,平成20年度,栃木県大田原土木事務所,7,株式外社中央土木工学研究所,,9407,芦野,B-No.5,2009/1/19,5,2009/1/5,36,59,38.85,140,9,28.58,0,273.92,7,岩盤,12007025805.pdf,36.994567,140.158156,那須町,
12007025806,2009/3/6,120070258,平成20年度,栃木県大田原土木事務所,7,株式外社中央土木工学研究所,,9407,芦野,B-No.6,2009/1/19,6,2008/12/17,36,59,40.44,140,9,29.36,世界測地系,222.88,15.4,岩盤,12007025806.pdf,36.887556,140.044417,大田原市,中田原
12007026301,2009/3/9,120070263,平成20年度,栃木県大田原土木事務所,7,芙蓉地質株式会社,,9210,荒井,B-1(右岸),2008/12/26,1,2008/10/30,36,53,15.2,140,2,39.9,世界測地系,223.33,26.45,土質,12007026301.pdf,36.887722,140.044667,大田原市,中田原
12007026302,2009/3/9,120070263,平成20年度,栃木県大田原土木事務所,7,芙蓉地質株式会社,,9210,荒井,B-2(左岸),2008/12/26,2,2008/11/1,36,53,15.8,140,2,40.8,世界測地系,659.43,3.01,土質,12007026302.pdf,36.991111,139.803889,那須塩原市,中塩原
12007033601,2009/5/15,120070336,平成20年度,栃木県大田原土木事務所,7,有限会社菅沼ボーリング,,9410,中塩原,"B-1(BC4,R6.0)",2009/3/17,1,2009/3/4,36,59,28,139,48,14,世界測地系,1056.7,5.02,岩盤,12007033601.pdf,36.996111,139.813056,那須塩原市,中塩原
12007033605,2009/5/15,120070336,平成20年度,栃木県大田原土木事務所,7,有限会社菅沼ボーリング,,9410,中塩原,"B-5(NO.1+14,R6.6)",2009/3/17,5,2009/3/9,36,59,46,139,48,47,世界測地系,166.52,11.27,岩盤,12007033605.pdf,36.808333,140.019167,大田原市,佐久山
12007042601,2009/4/30,120070426,平成20年度,栃木県大田原土木事務所,7,芙蓉地質株式会社,,9210,佐久山,No.1(測点No.80+15.0),2009/3/19,1,2009/2/17,36,48,30,140,1,9,世界測地系,165.18,12.3,土質,12007042601.pdf,36.8125,140.019167,大田原市,佐久山
12007042602,2009/4/30,120070426,平成20年度,栃木県大田原土木事務所,7,芙蓉地質株式会社,,9210,佐久山,No.2(測点No.109+5.0),2009/3/19,2,2009/2/11,36,48,45,140,1,9,世界測地系,167.96,5,土質,12007042602.pdf,36.630731,140.196525,那須烏山市,
12008004101,2009/2/26,120080041,平成20年度,栃木県烏山土木事務所,8,株式会社中央土木工学研究所,,9402,小木須,B-3,2008/9/16,1,2008/7/15,36,37,50.63,140,11,47.49,世界測地系,71.84,9.3,岩盤,12008004101.pdf,36.661667,140.178056,那須烏山市,宮原
12008007401,2009/1/19,120080074,平成20年度,栃木県烏山土木事務所,8,福原地質基礎株式会社,,9402,大沢,BV-1(測点NO.2C),2008/11/6,1,2008/9/18,36,39,42,140,10,41,世界測地系,77.36,9.5,岩盤,12008007401.pdf,36.628611,140.178611,那須烏山市,
12008007402,2009/1/19,120080074,平成20年度,栃木県烏山土木事務所,8,福原地質基礎株式会社,,9402,大沢,BV-2(測点NO.6L0.7),2008/11/6,2,2008/9/26,36,37,43,140,10,43,世界測地系,76.44,7.3,岩盤,12008007402.pdf,36.662222,140.179167,那須烏山市,宮原
12008007403,2009/1/19,120080074,平成20年度,栃木県烏山土木事務所,8,福原地質基礎株式会社,,9402,大沢,BV-3(測点NO.10C),2008/11/6,3,2008/10/1,36,39,44,140,10,45,世界測地系,178.76,7.22,岩盤,12008007403.pdf,36.632917,140.224111,那須烏山市,
12008007801,2009/1/30,120080078,平成20年度,栃木県烏山土木事務所,8,パスキン工業株式会社,,9401,大木須,BL-1,2008/11/10,1,2008/10/20,36,37,58.5,140,13,26.8,世界測地系,183.19,11.75,土質,12008007801.pdf,36.633028,140.224083,那須烏山市,
12008007802,2009/1/30,120080078,平成20年度,栃木県烏山土木事務所,8,パスキン工業株式会社,,9401,大木須,BL-2,2008/11/10,2,2008/10/30,36,37,58.9,140,13,26.7,世界測地系,183.74,7.79,土質,12008007802.pdf,36.632833,140.224167,那須烏山市,
12008007803,2009/1/30,120080078,平成20年度,栃木県烏山土木事務所,8,パスキン工業株式会社,,9401,大木須,BL-3,2008/11/10,3,2008/10/23,36,37,58.2,140,13,27,世界測地系,177.65,6.82,土質,12008007803.pdf,36.632917,140.224,那須烏山市,
12008007804,2009/1/30,120080078,平成20年度,栃木県烏山土木事務所,8,パスキン工業株式会社,,9401,大木須,BL-4,2008/11/10,4,2008/11/4,36,37,58.5,140,13,26.4,世界測地系,116.57,5.05,土質,12008007804.pdf,36.649361,140.139556,那須烏山市,神長
12008008401,2009/1/30,120080084,平成20年度,栃木県烏山土木事務所,8,芙蓉地質株式会社,,9402,滝,No.1（No.25+15m-R10m),2008/12/19,1,2008/11/22,36,38,57.7,140,8,22.4,世界測地系,113.1,3.03,土質,12008008401.pdf,36.649306,140.139583,那須烏山市,神長
12008008402,2009/1/30,120080084,平成20年度,栃木県烏山土木事務所,8,芙蓉地質株式会社,,9402,滝,No.2（No.25+15m-CL),2008/12/19,2,2008/11/29,36,38,57.5,140,8,22.5,世界測地系,116.83,5.05,土質,12008008402.pdf,36.64925,140.139667,那須烏山市,神長
12008008403,2009/1/30,120080084,平成20年度,栃木県烏山土木事務所,8,芙蓉地質株式会社,,9402,滝,No.3（No.25+15m-L9m),2008/12/19,3,2008/11/27,36,38,57.3,140,8,22.8,世界測地系,112.25,3.03,土質,12008008403.pdf,36.649278,140.139556,那須烏山市,神長
12008008404,2009/1/30,120080084,平成20年度,栃木県烏山土木事務所,8,芙蓉地質株式会社,,9402,滝,No.4（No.25+10m-CL),2008/12/19,4,2008/12/1,36,38,57.4,140,8,22.4,世界測地系,137.55,11.32,土質,12008008404.pdf,36.688333,140.099444,那須烏山市,下川井
12008016701,2009/3/30,120080167,平成20年度,栃木県烏山土木事務所,8,福原地質基礎株式会社,,9402,熊田,NO.BV-1(宿2号),2009/3/10,1,2009/3/10,36,41,18,140,5,58,世界測地系,142.55,9.33,土質,12008016701.pdf,36.688333,140.099722,那須烏山市,下川井
12008016702,2009/3/30,120080167,平成20年度,栃木県烏山土木事務所,8,福原地質基礎株式会社,,9402,熊田,NO.BV-2(宿2号),2009/3/10,2,2009/3/10,36,41,18,140,5,59,世界測地系,142.28,10.33,土質,12008016702.pdf,36.688333,140.099167,那須烏山市,藤田
12008016703,2009/3/30,120080167,平成20年度,栃木県烏山土木事務所,8,福原地質基礎株式会社,,9402,熊田,NO.BV-3(宿2号),2009/3/10,3,2009/3/10,36,41,18,140,5,57,世界測地系,136.71,11.28,土質,12008016703.pdf,36.688611,140.099444,那須烏山市,下川井
12008016704,2009/3/30,120080167,平成20年度,栃木県烏山土木事務所,8,福原地質基礎株式会社,,9402,熊田,NO.BV-4(宿2号),2009/3/10,4,2009/3/10,36,41,19,140,5,58,世界測地系,139.25,8.08,土質,12008016704.pdf,36.687222,140.102222,那須烏山市,下川井
12008016705,2009/3/30,120080167,平成20年度,栃木県烏山土木事務所,8,福原地質基礎株式会社,,9402,熊田,NO.BV-1,2009/3/10,5,2009/3/10,36,41,14,140,6,8,世界測地系,143.18,8.25,土質,12008016705.pdf,36.687222,140.1025,那須烏山市,下川井
12008016706,2009/3/30,120080167,平成20年度,栃木県烏山土木事務所,8,福原地質基礎株式会社,,9402,熊田,NO.BV-2,2009/3/10,6,2009/3/10,36,41,14,140,6,9,世界測地系,145.51,8.32,土質,12008016706.pdf,36.687222,140.101944,那須烏山市,下川井
12008016707,2009/3/30,120080167,平成20年度,栃木県烏山土木事務所,8,福原地質基礎株式会社,,9402,熊田,NO.BV-3,2009/3/10,7,2009/3/10,36,41,14,140,6,7,世界測地系,138.31,11.36,土質,12008016707.pdf,36.6875,140.102222,那須烏山市,下川井
12008016708,2009/3/30,120080167,平成20年度,栃木県烏山土木事務所,8,福原地質基礎株式会社,,9402,熊田,NO.BV-4,2009/3/10,8,2009/3/10,36,41,15,140,6,8,世界測地系,126.46,5.15,土質,12008016708.pdf,36.773333,140.15,那珂川町,小口
12008019401,2009/3/19,120080194,平成20年度,栃木県烏山土木事務所,8,芙蓉地質株式会社,,9403,宮崎,B-No.1(測点No.38L28.0),2009/2/12,1,2009/1/22,36,46,24,140,9,0,世界測地系,129.35,9.1,土質,12008019401.pdf,36.763889,140.148611,那珂川町,小口
12008019402,2009/3/19,120080194,平成20年度,栃木県烏山土木事務所,8,芙蓉地質株式会社,,9403,宮崎,B-No.2(測点No.93+14.0R9.0),2009/2/12,2,2009/1/19,36,45,50,140,8,55,世界測地系,103.33,7.41,土質,12008019402.pdf,36.753056,140.136111,那珂川町,小口
12008020701,2009/4/20,120080207,平成20年度,栃木県烏山土木事務所,8,日本測地株式会社,,9404,小川湯津上バイパス,Br.1(本線No.26+12.8R5),2009/2/20,1,2009/1/20,36,45,11,140,8,10,世界測地系,104.25,7.38,土質,12008020701.pdf,36.751389,140.136111,那珂川町,北向田
12008020702,2009/4/20,120080207,平成20年度,栃木県烏山土木事務所,8,日本測地株式会社,,9404,小川湯津上バイパス,Br.2(本線No.39+10L10),2009/2/20,2,2009/1/22,36,45,5,140,8,10,世界測地系,37.24,12.02,土質,12008020702.pdf,36.319167,139.617222,佐野市,関川町
12009010601,2009/1/8,120090106,平成20年度,栃木県佐野土木事務所,9,福原地質基礎株式会社,,9204,黒袴,"No.B-1(A-NO.13,L40)",2008/11/10,1,2008/10/4,36,19,9,139,37,2,世界測地系,30.24,9.45,土質,12009010601.pdf,36.316667,139.619722,佐野市,黒袴町
12009010602,2009/1/8,120090106,平成20年度,栃木県佐野土木事務所,9,福原地質基礎株式会社,,9204,黒袴,"No.B-2(D-NO.15,R2.25)",2008/11/10,2,2008/10/11,36,19,0,139,37,11,世界測地系,40.17,5.09,土質,12009010602.pdf,36.318056,139.616111,佐野市,黒袴町
12009010603,2009/1/8,120090106,平成20年度,栃木県佐野土木事務所,9,福原地質基礎株式会社,,9204,黒袴,"No.B-3(E-NO.10,L4.75)",2008/11/10,3,2008/10/7,36,19,5,139,36,58,世界測地系,79.78,29.45,土質,12009010603.pdf,36.378611,139.567778,佐野市,岩崎町
12009014301,2009/1/30,120090143,平成20年度,栃木県佐野土木事務所,9,芙蓉地質株式会社,,9204,,A2(測点No.61+0.30),2009/1/23,1,2008/11/26,36,22,43,139,34,4,世界測地系,70.02,20.25,土質,12009014301.pdf,36.378056,139.568056,佐野市,戸室町
12009014302,2009/1/30,120090143,平成20年度,栃木県佐野土木事務所,9,芙蓉地質株式会社,,9204,,P1(測点No.58+9.0),2009/1/23,2,2008/11/26,36,22,41,139,34,5,世界測地系,69.95,18.43,土質,12009014302.pdf,36.378333,139.568056,佐野市,戸室町
12009014303,2009/1/30,120090143,平成20年度,栃木県佐野土木事務所,9,芙蓉地質株式会社,,9204,,P2(測点No.59+14.3),2009/1/23,3,2008/12/4,36,22,42,139,34,5,世界測地系,23.54,14.32,土質,12009014303.pdf,36.321611,139.614,佐野市,伊勢山町
12009014901,2009/5/14,120090149,平成20年度,栃木県佐野土木事務所,9,芙蓉地質株式会社,,9204,伊勢山,No.1,2009/1/13,1,2008/12/6,36,19,17.8,139,36,50.4,世界測地系,29.65,6,土質,12009014901.pdf,36.317222,139.616667,佐野市,黒袴町
12009027301,2009/7/6,120090273,平成20年度,栃木県佐野土木事務所,9,福原地質基礎株式会社,,9204,あぶ塚,"B-1(NO.17,R13.0)",2009/6/21,1,2009/6/6,36,19,2,139,37,0,世界測地系,37,7.01,土質,12009027301.pdf,36.316944,139.616944,佐野市,黒袴町
12009027302,2009/7/6,120090273,平成20年度,栃木県佐野土木事務所,9,福原地質基礎株式会社,,9204,あぶ塚,"B-2(NO.18+15,L16)",2009/6/21,2,2009/6/11,36,19,1,139,37,1,世界測地系,31.31,10.38,土質,12009027302.pdf,36.316944,139.616944,佐野市,黒袴町
12009027303,2009/7/6,120090273,平成20年度,栃木県佐野土木事務所,9,福原地質基礎株式会社,,9204,あぶ塚,"B-3(NO.18+18.5,R9.0)",2009/6/21,3,2009/6/9,36,19,1,139,37,1,世界測地系,35.57,6.45,土質,12009027303.pdf,36.317778,139.441111,足利市,朝倉町
12010003801,2009/1/30,120100038,平成20年度,栃木県足利土木事務所,10,有限会社菅沼ボーリング,,2202,,B-1,2008/9/30,1,2008/8/26,36,19,4,139,26,28,世界測地系,38.66,4,土質,12010003801.pdf,36.3375,139.467222,足利市,助戸東山町
12010006201,2009/1/30,120100062,平成20年度,栃木県足利土木事務所,10,有限会社菅沼ボーリング,,9202,,No.7,2008/9/26,1,2008/7/25,36,20,15,139,28,2,世界測地系,36.28,4,土質,12010006201.pdf,36.3375,139.466667,足利市,助戸東山町
12010006202,2009/1/30,120100062,平成20年度,栃木県足利土木事務所,10,有限会社菅沼ボーリング,,9202,,No.8,2008/9/26,2,2008/7/23,36,20,15,139,28,0,世界測地系,36.19,16.31,土質,12010006202.pdf,36.315778,139.425806,足利市,南大町
12010018401,2009/4/30,120100184,平成20年度,栃木県足利土木事務所,10,芙蓉地質株式会社,,9202,島田,人道橋B-1（左岸）,2009/2/17,1,2009/1/21,36,18,56.8,139,25,32.9,世界測地系,35.62,17.37,土質,12010018401.pdf,36.315778,139.425528,足利市,南大町
12010018402,2009/4/30,120100184,平成20年度,栃木県足利土木事務所,10,芙蓉地質株式会社,,9202,島田,人道橋B-2（右岸）,2009/2/17,2,2009/1/16,36,18,56.8,139,25,31.9,世界測地系,37.21,17.4,土質,12010018402.pdf,36.318778,139.424806,足利市,南大町
12010018403,2009/4/30,120100184,平成20年度,栃木県足利土木事務所,10,芙蓉地質株式会社,,9202,島田,大町橋B-1（左岸）,2009/2/17,3,2009/1/28,36,19,7.6,139,25,29.3,世界測地系,37.07,16.31,土質,12010018403.pdf,36.318778,139.424528,足利市,南大町
12010018404,2009/4/30,120100184,平成20年度,栃木県足利土木事務所,10,芙蓉地質株式会社,,9202,島田,大町橋B-2（右岸）,2009/2/17,4,2009/1/23,36,19,7.6,139,25,28.3,世界測地系,218.61,12.45,土質,12010018404.pdf,36.6545,139.831733,宇都宮市,徳次郎町
12101000701,2009/7/8,121010007,平成21年度,栃木県宇都宮土木事務所,1,パスキン工業株式会社,,9201,徳次郎,B-1(測点No.3+6.5/L12.2m),2009/7/6,1,2009/5/22,36,39,16.2,139,49,54.24,世界測地系,210.2,8.25,土質,12101000701.pdf,36.654411,139.831761,宇都宮市,徳次郎町
12101000702,2009/7/8,121010007,平成21年度,栃木県宇都宮土木事務所,1,パスキン工業株式会社,,9201,徳次郎,B-2(測点No.3+6.5/R1.3m),2009/7/6,2,2009/5/17,36,39,15.88,139,49,54.34,世界測地系,130.68,12.41,土質,12101000702.pdf,36.569967,139.860825,宇都宮市,北一の沢町
12101005101,2009/9/14,121010051,平成21年度,栃木県宇都宮土木事務所,1,第一測工株式会社,,9201,一の沢,No.B-1,2009/8/18,1,2009/6/23,36,34,11.88,139,51,38.97,世界測地系,130.62,11.4,土質,12101005101.pdf,36.569711,139.860744,宇都宮市,北一の沢町
12101005102,2009/9/14,121010051,平成21年度,栃木県宇都宮土木事務所,1,第一測工株式会社,,9201,一の沢,No.B-2,2009/8/18,2,2009/6/23,36,34,10.96,139,51,38.68,世界測地系,113.65,9.45,土質,12101005102.pdf,36.567833,139.983417,宇都宮市,道場宿町
12101007001,2009/10/7,121010070,平成21年度,栃木県宇都宮土木事務所,1,芙蓉地質株式会社,,9201,宇都宮高根沢BP,B-1,2009/9/14,1,2009/8/4,36,34,4.2,139,59,0.3,世界測地系,117.02,8.39,土質,12101007001.pdf,36.574444,139.984694,宇都宮市,刈沼町
12101007002,2009/10/7,121010070,平成21年度,栃木県宇都宮土木事務所,1,芙蓉地質株式会社,,9201,宇都宮高根沢BP,B-2,2009/9/14,2,2009/7/31,36,34,28,139,59,4.9,世界測地系,105.37,10.45,土質,12101007002.pdf,36.534833,139.828892,鹿沼市,深津
12101008301,2009/11/9,121010083,平成21年度,栃木県宇都宮土木事務所,1,須田地下工機株式会社,,9201,,B-1(左岸),2009/11/2,1,2009/9/24,36,32,5.4,139,49,44.01,世界測地系,106.78,12.36,土質,12101008301.pdf,36.534583,139.828806,鹿沼市,深津
12101008302,2009/11/9,121010083,平成21年度,栃木県宇都宮土木事務所,1,須田地下工機株式会社,,9201,,B-2(右岸),2009/11/2,2,2009/9/4,36,32,4.5,139,49,43.7,世界測地系,105.48,10.52,土質,12101008302.pdf,36.5345,139.828917,鹿沼市,深津
